n_processo;data_autuacao;assunto;coord_atual;status;data_extracao
1020.2023/0012474-1;29/06/2023 10:18:29;Certificado de Conclusão;RESID;deferido;2024.03.04
1020.2023/0012118-1;26/06/2023 17:24:41;Certificado de Conclusão;PARHIS;deferido;2024.03.04
1020.2023/0012212-9;27/06/2023 14:13:18;Projeto Modificativo de Alvará de Aprovação e Execução de Edificação Nova (HIS / HMP);PARHIS;deferido;2024.03.04
1020.2023/0012773-2;04/07/2023 06:04:59;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;indeferido;2024.03.04
1020.2023/0013216-7;08/07/2023 17:54:32;Alvará para Desmembramento/ Remembramento/ Reparcelamento;PARHIS;em análise;2024.03.04
1020.2023/0012215-3;27/06/2023 14:29:59;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012772-4;04/07/2023 06:04:47;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;deferido;2024.03.04
1020.2023/0012652-3;01/07/2023 10:20:51;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;em análise;2024.03.04
1020.2023/0012211-0;27/06/2023 13:46:05;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012216-1;27/06/2023 14:37:59;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2023/0012876-3;05/07/2023 06:11:17;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;[];deferido;2024.03.04
1020.2023/0012655-8;01/07/2023 10:21:56;Certificado de Estanqueidade;CONTRU;deferido;2024.03.04
1020.2023/0013228-0;09/07/2023 10:41:40;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;em análise;2024.03.04
1020.2023/0012217-0;27/06/2023 14:44:10;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2023/0012771-6;04/07/2023 06:04:32;Certificado de Segurança;CONTRU;em análise;2024.03.04
1020.2023/0012562-4;30/06/2023 06:01:41;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;deferido;2024.03.04
1020.2023/0013345-7;11/07/2023 06:14:34;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;[];deferido;2024.03.04
1020.2023/0013279-5;10/07/2023 13:34:23;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012218-8;27/06/2023 14:53:40;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;indeferido;2024.03.04
1020.2023/0012203-0;27/06/2023 11:17:03;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2023/0012564-0;30/06/2023 06:01:59;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;deferido;2024.03.04
1020.2023/0016198-1;18/08/2023 08:56:09;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2023/0012213-7;27/06/2023 14:19:26;Projeto Modificativo de Alvará de Aprovação e Execução de Edificação Nova (HIS / HMP);PARHIS;deferido;2024.03.04
1020.2023/0012222-6;27/06/2023 15:24:00;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012566-7;30/06/2023 06:02:36;Certificado de Conclusão;CAEPP;deferido;2024.03.04
1020.2023/0013218-3;08/07/2023 17:55:35;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2023/0013521-2;13/07/2023 06:08:15;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2023/0013024-5;06/07/2023 06:08:36;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;CAEPP;deferido;2024.03.04
1020.2023/0012348-6;28/06/2023 13:36:59;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;indeferido;2024.03.04
1020.2023/0012657-4;01/07/2023 10:22:40;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;em análise;2024.03.04
1020.2023/0012659-0;01/07/2023 10:23:30;Certificado de Estanqueidade;CONTRU;em análise;2024.03.04
1020.2023/0012206-4;27/06/2023 12:50:17;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2023/0012671-0;01/07/2023 10:25:56;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;deferido;2024.03.04
1020.2023/0012674-4;01/07/2023 10:26:57;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);COMIN;em análise;2024.03.04
1020.2023/0012235-8;27/06/2023 16:51:39;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;indeferido e encerrado;2024.03.04
1020.2023/0013722-3;15/07/2023 07:09:31;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;[];deferido;2024.03.04
1020.2023/0012662-0;01/07/2023 10:24:29;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;deferido;2024.03.04
1020.2023/0012221-8;27/06/2023 15:14:31;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2023/0012669-8;01/07/2023 10:25:40;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;deferido;2024.03.04
1020.2023/0012225-0;27/06/2023 15:35:59;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012774-0;04/07/2023 06:05:48;Certificado de Estanqueidade;CONTRU;em análise;2024.03.04
1020.2023/0013227-2;09/07/2023 10:32:47;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0015272-9;07/08/2023 08:18:47;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2023/0012658-2;01/07/2023 10:23:00;Apostilamento;RESID;deferido;2024.03.04
1020.2023/0012660-4;01/07/2023 10:23:50;Apostilamento;RESID;deferido;2024.03.04
1020.2023/0013534-4;13/07/2023 06:11:01;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;[];deferido;2024.03.04
1020.2023/0013220-5;08/07/2023 17:56:11;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2023/0013724-0;15/07/2023 07:16:15;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;[];deferido;2024.03.04
1020.2023/0012228-5;27/06/2023 15:47:29;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2023/0012232-3;27/06/2023 16:14:25;Certificado de Conclusão;PARHIS;deferido;2024.03.04
1020.2023/0012231-5;27/06/2023 16:12:12;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0013537-9;13/07/2023 06:12:35;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;[];deferido;2024.03.04
1020.2023/0012673-6;01/07/2023 10:26:15;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;deferido;2024.03.04
1020.2023/0012877-1;05/07/2023 06:11:28;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;[];deferido;2024.03.04
1020.2023/0014717-2;29/07/2023 10:11:39;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2023/0012236-6;27/06/2023 16:59:37;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0013721-5;15/07/2023 07:09:08;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;[];deferido;2024.03.04
1020.2023/0012238-2;27/06/2023 17:38:23;Certificado de Conclusão;PARHIS;deferido;2024.03.04
1020.2023/0012672-8;01/07/2023 10:26:02;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2023/0012781-3;04/07/2023 06:08:42;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;indeferido e encerrado;2024.03.04
1020.2023/0014666-4;28/07/2023 15:26:12;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2023/0012239-0;27/06/2023 17:44:27;Apostilamento;PARHIS;deferido;2024.03.04
1020.2023/0013719-3;15/07/2023 07:08:42;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;[];deferido;2024.03.04
1020.2023/0012667-1;01/07/2023 10:25:20;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2023/0013718-5;15/07/2023 07:08:22;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;[];deferido;2024.03.04
1020.2023/0012240-4;27/06/2023 17:54:54;Apostilamento;PARHIS;deferido;2024.03.04
1020.2023/0012670-1;01/07/2023 10:25:44;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;deferido;2024.03.04
1020.2023/0012666-3;01/07/2023 10:25:08;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2023/0012895-0;05/07/2023 06:15:31;Alvará de Funcionamento de Local de Reunião;CONTRU;indeferido;2024.03.04
1020.2023/0012356-7;28/06/2023 14:15:34;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012878-0;05/07/2023 06:11:39;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012354-0;28/06/2023 14:05:12;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012353-2;28/06/2023 13:54:21;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2023/0012664-7;01/07/2023 10:24:51;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2023/0014526-9;27/07/2023 08:34:25;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012663-9;01/07/2023 10:24:47;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2023/0022893-8;16/11/2023 10:19:28;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2023/0012322-2;28/06/2023 10:30:35;Certificado de Conclusão;PARHIS;deferido;2024.03.04
1020.2023/0013226-4;09/07/2023 10:31:49;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;CAEPP;deferido;2024.03.04
1020.2023/0012665-5;01/07/2023 10:25:04;Certificado de Segurança;CONTRU;deferido;2024.03.04
1020.2023/0012585-3;30/06/2023 10:53:03;Certificado de Conclusão;PARHIS;deferido;2024.03.04
1020.2023/0013003-2;06/07/2023 06:02:41;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;deferido;2024.03.04
1020.2023/0012361-3;28/06/2023 15:18:11;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0013225-6;09/07/2023 10:31:32;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2024/0001686-0;17/01/2024 10:42:44;Alvará de Funcionamento de Local de Reunião;CONTRU;em análise;2024.03.04
1020.2023/0012777-5;04/07/2023 06:06:49;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;indeferido;2024.03.04
1020.2023/0012357-5;28/06/2023 14:27:08;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012790-2;04/07/2023 06:10:54;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2023/0013000-8;06/07/2023 06:02:09;Certificado de Estanqueidade;CONTRU;em análise;2024.03.04
1020.2023/0012785-6;04/07/2023 06:10:14;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;em análise;2024.03.04
1020.2023/0012372-9;28/06/2023 17:51:20;Alvará de Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2023/0013001-6;06/07/2023 06:02:22;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0013005-9;06/07/2023 06:03:03;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012776-7;04/07/2023 06:06:30;Certificado de Conclusão;RESID;deferido;2024.03.04
1020.2023/0012779-1;04/07/2023 06:07:15;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;indeferido;2024.03.04
1020.2023/0012780-5;04/07/2023 06:07:35;Certificado de Estanqueidade;CONTRU;indeferido;2024.03.04
1020.2023/0012365-6;28/06/2023 16:31:54;Apostilamento;PARHIS;em análise;2024.03.04
1020.2023/0012608-6;30/06/2023 18:00:41;Certificado de Conclusão;PARHIS;deferido;2024.03.04
1020.2023/0012371-0;28/06/2023 17:43:03;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2023/0013002-4;06/07/2023 06:02:33;Certificado de Estanqueidade;CONTRU;em análise;2024.03.04
1020.2023/0012814-3;04/07/2023 13:23:53;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2023/0012366-4;28/06/2023 16:33:04;Apostilamento;PARHIS;em análise;2024.03.04
1020.2023/0012367-2;28/06/2023 16:34:10;Apostilamento;PARHIS;em análise;2024.03.04
1020.2023/0013219-1;08/07/2023 17:55:44;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;em análise;2024.03.04
1020.2023/0012782-1;04/07/2023 06:09:20;Certificado de Conclusão;RESID;deferido;2024.03.04
1020.2023/0012942-5;05/07/2023 13:42:11;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;indeferido;2024.03.04
1020.2023/0013217-5;08/07/2023 17:55:20;Certificado de Estanqueidade;CONTRU;em análise;2024.03.04
1020.2023/0014811-0;01/08/2023 09:27:45;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2023/0013723-1;15/07/2023 07:15:56;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2023/0012477-6;29/06/2023 10:33:33;Apostilamento;PARHIS;deferido;2024.03.04
1020.2023/0012905-0;05/07/2023 06:16:52;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2023/0012495-4;29/06/2023 13:54:48;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2023/0013342-2;11/07/2023 06:14:05;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2023/0013223-0;08/07/2023 17:56:36;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2023/0012787-2;04/07/2023 06:10:36;Alvará para Desmembramento/ Remembramento/ Reparcelamento;PARHIS;indeferido e encerrado;2024.03.04
1020.2023/0012792-9;04/07/2023 06:11:23;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2023/0012493-8;29/06/2023 13:50:46;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0013904-8;19/07/2023 06:10:10;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2023/0012492-0;29/06/2023 13:46:46;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012892-5;05/07/2023 06:15:02;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);RESID;em análise;2024.03.04
1020.2023/0012491-1;29/06/2023 13:42:50;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0013762-2;17/07/2023 16:09:53;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;CAEPP;em análise;2024.03.04
1020.2023/0012793-7;04/07/2023 06:11:37;Apostilamento;COMIN;deferido;2024.03.04
1020.2023/0013222-1;08/07/2023 17:56:27;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;CAEPP;em análise;2024.03.04
1020.2023/0012481-4;29/06/2023 11:01:16;Certificado de Conclusão;PARHIS;deferido;2024.03.04
1020.2023/0012893-3;05/07/2023 06:15:14;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2023/0012791-0;04/07/2023 06:11:05;Apostilamento;RESID;deferido;2024.03.04
1020.2023/0016419-0;22/08/2023 08:18:32;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;CAEPP;em análise;2024.03.04
1020.2023/0012879-8;05/07/2023 06:11:50;Certificado de Conclusão;RESID;deferido;2024.03.04
1020.2023/0012489-0;29/06/2023 12:39:28;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2023/0012888-7;05/07/2023 06:13:53;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2023/0012494-6;29/06/2023 13:51:14;Certificado de Conclusão;PARHIS;deferido;2024.03.04
1020.2023/0013022-9;06/07/2023 06:07:40;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012786-4;04/07/2023 06:10:23;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0016434-4;22/08/2023 08:40:24;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;indeferido;2024.03.04
1020.2023/0012496-2;29/06/2023 13:58:34;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2023/0013197-7;08/07/2023 12:07:27;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2023/0012789-9;04/07/2023 06:10:50;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2023/0013428-3;12/07/2023 06:11:46;Apostilamento;RESID;deferido;2024.03.04
1020.2023/0013113-6;07/07/2023 17:10:18;Projeto Modificativo de Alvará de Aprovação e Execução de Edificação Nova (HIS / HMP);PARHIS;em análise;2024.03.04
1020.2023/0012498-9;29/06/2023 14:55:48;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2023/0013034-2;06/07/2023 06:10:59;Alvará para Desmembramento/ Remembramento/ Reparcelamento;PARHIS;em análise;2024.03.04
1020.2023/0012788-0;04/07/2023 06:10:41;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;em análise;2024.03.04
1020.2023/0012887-9;05/07/2023 06:13:39;Manutenção do cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;em análise;2024.03.04
1020.2023/0013808-4;18/07/2023 06:02:18;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;em análise;2024.03.04
1020.2023/0012882-8;05/07/2023 06:12:34;Apostilamento;CONTRU;deferido;2024.03.04
1020.2023/0012499-7;29/06/2023 15:30:33;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2023/0012881-0;05/07/2023 06:12:04;Apostilamento;CONTRU;deferido;2024.03.04
1020.2023/0012502-0;29/06/2023 15:59:48;Alvará de Desmembramento + Alvará de Aprovação e Execução de Edificação Nova (Plano integrado);PARHIS;deferido;2024.03.04
1020.2023/0013006-7;06/07/2023 06:03:17;Certificado de Estanqueidade;CONTRU;deferido;2024.03.04
1020.2023/0012884-4;05/07/2023 06:12:59;Certificado de Conclusão;RESID;deferido;2024.03.04
1020.2023/0012885-2;05/07/2023 06:13:11;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);COMIN;deferido;2024.03.04
1020.2023/0012883-6;05/07/2023 06:12:46;Certificado de Estanqueidade;CONTRU;em análise;2024.03.04
1020.2023/0012507-1;29/06/2023 17:25:15;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0016195-7;18/08/2023 08:53:38;Manutenção do cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;em análise;2024.03.04
